Bissell AirRam Cordless Stick Vacuum,Bissell,--,"['Cordless Cleaning With Rechargeable Battery', 'LED Headlights', 'Low Profile Foot to Clean Under Furniture', 'Easy Empty™ Dirt Bin', 'Collapsible Handle for Easy Storage']",Item  1521973,Model  2144
"BISSELL Multi-Surface Formula, 128 ounces",Bissell,--,"['Dissolves Dirt, Grime and Tough Sticky Messes', 'Formulated with a Spring Breeze Scent', 'Earth Friendly Formula Made with Biodegradable Detergents', 'Contains No Heavy Metals, Phosphates or Dyes', 'Save to Use on Sealed Hard Floors and Area Rugs*']",Item  1585864,Model  1789B
Tineco iFloor 3 Ultra Cordless Wet Dry Hard Floor Vacuum,Tineco,249.99,"['Cut Cleaning Time in Half – Mop & Vacuum in One Easy Step', 'Cordless & Powerful – Up to 25 Minutes of Non-Stop, Deep Cleaning', 'Continuous Fresh Water Cleaning – Two-Tank Design Keeps Dirty & Clean Water Separate', 'Self-Cleaning Mode - Hands-Free Self-Cleaning Automatically Cleans The Brush Head and Tanks', '10 Total Accessories – Including 3x Brush Rollers, 3x Filters, 2x Cleaning Solutions']",Item  1665100,Model  FW030400US
LG CordZero Kompressor Cordless Stick Vacuum,LG,--,"['Up to 120 Minute Run Time with Kompressor Technology', '2 Quick Release Batteries', '2 Floor Nozzles: Universal & Slim Floor', 'Portable Charging Stand', 'Washable Cyclone and Filters']",Item  2270002,Model  A926KSM
Dyson Ball Animal 3+ Upright Vacuum,Dyson,--,"['Ball Technology for Smooth Navigation', 'Automatically Clears Wrapped Hair From the Brush Bar As You Clean', '3 Cleaning Modes. Optimized for a Variety Of Tasks', '3 Dyson Engineered Accessories', 'Engineered For Larger Homes With Pets']",Item  5990603,Model  448867-01
Hoover ONEPWR Bundle with Evolve Pet Elite Cordless Upright and ONEPWR Hand Vacuum,Hoover,--,"['The Power of an Upright in the Footprint of a Stick Vacuum', 'Picks up Dirt and Debris on Both Carpet and Hard Floors', 'Easy to Carry and Clean Around Your Home, Weighing Less than 10 lbs', 'ONEPWR Hand Vac Included for Above-Floor Cleaning and Hard-To-Reach Areas', 'Every ONEPWR Battery Works with Every ONEPWR Product']",Item  1798767,Model  BH53806V
Shark WandVac Power Pet Cord-Free Handheld Vacuum,Shark,--,"['Powerful Cord-Free Suction with Boost Mode for Tough Messes', 'Perfect for Homes with Pets', '1.5 pounds Lightweight, Portable Design for Easy, Quick-Clean Convenience', 'Empty Debris with a Single Touch of a Button – No Getting Your Hands Dirty', 'Includes 2 Cleaning Tool Attachments, Charging Dock & Storage']",Item  2410410,Model  WV410CO
Bissell CrossWave HydroSteam Deluxe Wet Dry Vacuum,Bissell,--,"['All-In-One Clean. Vacuum, Wash and Steam at the Same Time', 'Hydrosteam® Technology Offers Powerful Cleaning on Tough Sticky Messes', 'Tangle-Free Brush Roll Minimizes Hair Wrap & Prevents Pet Hair Tangles', 'Self-Cleaning Cycle Keeps Itself Clean to Maintain Performance', 'LED Headlights Illuminate Hard-To-See Pet Hair, Dust & Debris While Cleaning']",Item  1791278,Model  3515Q
Hoover SmartWash+ Automatic Carpet Cleaner with Oxy Carpet Cleaner Solution,Hoover,--,"['Hoover’s Best Full Size Upright Carpet Cleaner', 'Push Forward to Clean, Pull Back to Dry', 'A Deep Clean as Easy as Vacuuming', '2-in-1 Antimicrobial Pet Tool', '(2) 32 oz Oxy Carpet Cleaner Solution']",Item  1548996,Model  FH52000GB
Vacmaster Professional Beast Series 14-Gallon 6.5 HP Wet Dry Vacuum,Cleva,129.99,"['Powerful 6.5 Peak HP† High Performance Motor', 'Equipped with a High-Efficiency Cartridge Filter and Dust Bag', '27-Feet of Cleaning Reach with Hose and Cord', 'Complete Vac Organization with On-Board Hose, Cord and Accessory Storage', 'Large Padded Push Handle for Advanced Maneuverability']",Item  1835308,
Shark Cordless Detect Pro Stick Vacuum with Auto-Empty System,Shark,--,"['Four Deep-Cleaning Detect Technologies', 'Auto-Empty System Charges and Empties the Vacuum While Docked', 'Up to 60 Minutes of Runtime', 'HEPA Filtration and Anti-Allergen Complete Seal', 'Flexible Wand']",Item  7753615,Model  IW3615
Shark CarpetXpert Deep Carpet Cleaner with StainStriker Technology,Shark,--,"['Built-in Spot and Stain Remover Cleans Carpets, Upholstery, Area Rugs and More', 'StainStriker™ Technology Fuses Two Chemicals to Deliver Stain-Fighting Power', 'Instantly and Permanently Eliminates Tough Pet Messes, Stains and Odors', 'Includes: (2) 12oz Shark CarpetXpert Deep Clean Pro Formula', 'Includes: (2) 16oz Shark StainStriker OXY Multiplier™ Formula']",Item  1747379,Model  EX205
Samsung Jet 90 Complete Cordless Stick Vacuum,Samsung,--,"['Lightweight Design Clean Anywhere, Easily', 'Includes Two Batteries – Member Exclusive Value', 'Self-standing Dual Charging Station', 'Up to a 120 Minute Run Time*', 'Clean Hardwood, Tile, and Carpeting with Intense Suction Power up to 200AW']",Item  1586751,Model  VS20R9076T3
ECOVACS DEEBOT NEO+ Vacuum and Mop Robot with Auto-Empty Station,Ecovacs,499.99,"['Vacuums and Mops in One Go', 'Powerful 4,000Pa Suction Power', 'Advanced Laser Mapping and Navigation', 'Custom Cleaning by Room or Area', 'Auto-Empty Station Automatically Empties the Dustbin']",Item  4444568,Model  OZMONEO+
iRobot Braava Jet m6CB Robot Mop That Teams With Roomba Robot Vacuum,iRobot,--,"['Includes 5 Bona Microfiber Deep Cleaning Pads and 4 2oz Bona Hard Surface Solution Samples', 'Ideal For Multiple Rooms and Larger Spaces Navigates Around Objects and Under Furniture', 'The M6 Learns the Layout of Your Home and Builds Personal Smart Maps', 'Imprint® Link Technology Allows Braava Jet® M6 & Select Roomba® Models To Clean Together', 'Works With Bona® Hardwood and Hard Floor Cleaning Solutions']",Item  4555275,Model  M6112CB
Narwal FREO X Ultra Robot Vacuum and Mop with Accessory Pack Bundle,Narwal,--,"['8,200 Pa Suction: Powerful Suction, Removes up to 99%* of Particles', 'Zero Tangling Brush: Certified 0% Tangling. Effortless Hair Release', 'Dirtsense™ Tech: Auto-Analyzes and Cleans Until Floors Are Spotless', 'Scrubbing Mops: 12N Pressure, 180 RPM for Stubborn Stain Removal', 'Edgeswing Tech: Reaches Tight Spaces, Simplifies Tricky Corners']",Item  1834259,Model  NRW99FXULTCST
Shark Cordless Pro Vacuum with Clean Sense IQ,Shark,--,"['Clean Sense IQ Senses the Dirt You Can’t See & Automatically Boosts Power for Up to 50% Better Debris Pickup', 'HyperVelocity Powerful Suction in Cordless Convenience', 'Up to 40 Minutes Run Time', 'LED Display Real-Time Readouts to Monitor Battery and Select Suction Levels', 'Anti-Allergen Complete Seal + HEPA Filter Captures & Traps Over 99.9% of Dust, Allergens, and Odors']",Item  7752553,Model  UZ565H
Shark Performance Powered Lift-Away Upright Vacuum,Shark,--,"['DuoClean® Power Fins® Hairpro® Brushrolls', 'Self-Cleaning Brushroll - No More Hair Wrap', 'Odor Neutralizer Technology', 'Powered Lift-Away - For Motorized Cleaning Under Furniture', 'Anti-Allergen Complete Seal Technology and HEPA filter']",Item  2262500,Model  UV2500
Shark Navigator Lift-Away Upright Vacuum with PowerFins HairPro,Shark,--,"['Self-Cleaning Brushroll – Powerful Hair Pick up with No Hair Wrap', 'Lift Away Detachable Pod for Easy above Floor Cleaning', 'Anti-allergen Complete Seal Technology ® and Hepa Filtration', 'Powerful Led Headlights Illuminate Hidden Debris as You Clean', 'Swivel Steering for Easy Maneuverability in Tight Spaces']",Item  4752554,Model  UV730
iRobot Roomba j8+ (8550) Wi-Fi Connected Self-Emptying Robot Vacuum,iRobot,--,"['Uses iRobot OS to Avoid Objects, Schedule Cleanings & Personalize Settings', 'Clean Base® Automatic Dirt Disposal Holds Up to 60 Days of Cleanings', 'Learns The Layout Of Your Home & Builds Personal Smart Maps', 'Premium 3-Stage Cleaning System & Power-Lifting Suction', 'High Capacity Battery Provides Up To 2 Hours Of Runtime']",Item  8877550,Model  j855020
Shark Performance Plus Lift-Away Upright Vacuum with Odor Neutralizer,Shark,--,"['Duoclean® Powerfins® Hairpro™ Brushrolls', 'Self-Cleaning Brushroll - No More Hair Wrap', 'Odor Neutralizer Technology', 'Lift-Away® Technology For Above Floor Cleaning', 'Anti-Allergen Complete Seal Technology® & HEPA Filter']",Item  2266622,Model  UV900
"Shark MessMaster Portable Wet/Dry Vacuum, 1 Gallon Capacity",Shark,--,"['Vacuum the Un-Vacuumable With Ultra-Powerful Wet/Dry Vac Technology', 'Self-Cleaning Convenience – Rinse and Ready in Seconds', 'Designed To Not Clog or Lose Suction for Boosted Performance', 'Small & Lightweight 9.8 Lb Design Makes It Easy To Grab and Go', 'TrueGrip Accessory Suite Includes 4 Tools Optimized for All Mess Types']",Item  1800260,Model  VS105
Eureka Bagless Powered Nozzle Anti-Tangle Canister Vacuum,Eureka,199.99,"['Deep Cleans All Surfaces Including Carpets, Hard Floor, Upholstery and Above Floor Areas', 'Anti-Tangle Brush Roll Prevents Hair Wrap from Forming', 'Optimize Cleaning with Suction and Surface Type Controls', 'HEPA Complete Seal System Traps 99.9% of Dust, Dander and Allergens', 'Automatic Cord Rewind for Easy Storage']",Item  1803452,Model  NEN185
Hoover CleanSlate XL Deep Cleaning Spot Cleaner with Oxy Solution,Hoover,--,"['Hoover’s Most Powerful Spot Cleaner', 'Permanently Removes Embedded Dirt & Stains with the Included Oxy Solution', 'XL Capacity Tanks Allows for More Cleaning with Fewer Interruptions', 'Specialized Tools Cater to Every Mess in a Home', 'Portable Design Makes It Easy to Carry, Use & Store']",Item  1798746,Model  FH15070V
Shark Matrix Plus Robot Vacuum with Self-Empty HEPA Base,Shark,--,"['Bagless, Self-Empty Base with 30-Day Capacity', 'Matrix Clean No Spots Missed Multi-Pass Coverage', 'Self-Cleaning Brushroll for Ultimate Pet Hair Pickup', 'CleanEdge Detect Cleans Edges & Corners', 'Precision Home Mapping with Object Detect & Avoid']",Item  6412360,Model  UR2360S
ECOVACS DEEBOT X2 OMNI Robot Vacuum & Spinning Mop with Auto-Cleaning Station,Ecovacs,--,"['OZMO™ Turbo Dual Pressurized Spinning Mops', 'Automatic Mop Lifting', 'Complete OMNI Station with Auto Emptying, Refilling, and Cleaning', 'Industry-First Embedded Laser Navigation']",Item  1786873,Model  OZMOX2M-KIT
BISSELL Little Green MultiClean Portable Deep Cleaner,Bissell,--,"['Superior Suction: 20% More Powerful Than the Competition', 'Instant & Permanent Pet Stain Removal with Pet Pro Oxy Spot & Stain Formula', 'Self-Cleaning Tough Stain Tool Helps to Rinse Out Residue, Dirt and Debris', 'Easy to Use: Longer Hose and Cord Let You Easily Clean Hard-to-Reach Messes', 'Spray, Scrub and Suction: Triple Action™ Cleaning Removes Tough Pet Messes']",Item  2670779,Model  3857F
Shark Performance UltraLight Corded Stick Vacuum with DuoClean,Shark,--,"['Power and Precision Corded Hand Vacuum Under 3 Pounds', 'DuoClean Technology Dual-Brushroll System Designed to Deep-Clean', 'Self-Cleaning Brushroll for Powerful Pet Hair Pickup with no Hair Wrap', 'LED User Interface Makes it Easy to Change Cleaning Modes', 'Included: Duster Crevice Tool, Upholstery Tool, and Onboard Storage Clip']",Item  5940049,Model  UV580
Shark Matrix 2-in-1 Vacuum & Mop Robot with Matrix Clean,Shark,--,"['Powerful 2-In-1 Whole-Home Vacuum & Mop System', 'Matrix Clean Navigation Leaves No Spots Missed on Carpets & Hard Floors', 'Sonic Mopping Technology Scrubs Hard Floors 100x per Minute', 'Precision Home Mapping Allows for Complete & Customizable Home and Room Coverage', 'Wifi Connected & Voice Activation Capabilities']",Item  1723699,Model  UR2410WD
DEWALT 8 Gallon Wet/Dry Vacuum,Dewalt,79.99,"['8 Gallon Stainless Steel Container', 'Swiveling Four Casters Provide Ease of Movement', ""12' Power Cord with Cord Wrap Design"", 'Powerful Motor Provides Maximum Power of Suction & Blowing', 'Washable Filter Included']",Item  1671616,Model  DXV08SA
Ecovacs DEEBOT T10 OMNI Robot Vacuum & Spinning Mop with Auto-Cleaning Station,DEEBOT,--,"['All-in-One Vacuum and Mop with Dual Spinning Mops', 'Mop Washing, Hot-Air Drying, and Auto-Emptying', 'AIVI Camera Vision Identifies and Avoids Obstacles', 'Powerful 5,000Pa Suction and up to 150 Minutes Runtime']",Item  3444569,Model  OZMOT10M
Eureka Stylus Cordless Stick Vacuum,Eureka,169.99,"['Multi-Surface Cleaning from Deep Carpet to Hard Floor', 'Up to 45 Minute Runtime with 3 Cleaning Modes', 'Easily Converts to a Handvac, Perfect for Cleaning The Car', 'Lightweight at 6.5 Lbs', 'Accessories: Crevice Tool, 2-In-1 Dusting Brush/UpholsteryTool and Wall Mount']",Item  1649716,Model  NEC380
Eureka OmniVerse Multi-Function Upright Vacuum,Eureka,134.99,"['Advanced Anti-Tangle Brushroll', 'QuickShift Technology', 'Deeper Cleaning on Carpets, Hard Floors and Rugs', 'Complete Seal HEPA Filtration', 'Perfect for Pet Owners']",Item  1803453,Model  NEU800
Tineco Floor One S5 Cordless Floor Washer + Pure One Mini S4 Hand Vacuum Cleaner,Tineco,499.99,"['Cordless Floor Washer for Hard Floors + Cordless Hand Vac for Quick Pick Ups', 'Cut Cleaning Time in Half – Mop & Vacuum in One Easy Step for Up to 35 Minutes', 'iLoop™ Technology Detects Debris and Adjusts Power Maximizing Performance', 'Know Your Hard Floors are Clean when LED Display Turns from Red to Blue', 'Lightweight Cordless Hand Vac Under 2lbs. – Spot Clean Around the Home or Car']",Item  1756358,Model  FW1002C0US
"BISSELL PET Multi-Surface Formula with Febreze Freshness, 128 Ounces",Bissell,--,"['Safe To Use on Sealed Hard Floors and Area Rugs*', 'Made in United States', 'Compatible with Bissell CrossWave Premier Vacuum']",Item  1685864,Model  2295A
ECOVACS DEEBOT TEO OMNI Vacuum and Mop Robot with Auto-Cleaning Station,Ecovacs,879.99,"['All-in-One Vacuum and Mop with Dual Spinning Mops', 'Auto Mop Lifting for Seamless Cleaning of All Floor Types', 'Hot-Water Mop Washing, Hot-Air Drying, and Auto-Emptying', 'Advanced 3D Scanning Detects and Avoids Obstacles', 'Powerful 6,000Pa Suction and up to 170 Minutes Runtime']",Item  5444568,Model  OZMOTEOM
Graco 4Ever Extend2Fit DLX 4-in-1 Car Seat,Graco,--,"['Extend2Fit® 4-Position Adjustable Extension Panel', 'Steel-Reinforced Frame', '6-Position Recline', 'Simply Safe Adjust Harness System', '2 Integrated Cup Holders']",Item  1654737,
Mushie - Costco Next,,,"['Thoughtfully Designed Baby Products That Bring Calm to Parenthood', 'Easily Rinseable Baby Bibs and Other Mealtime Essentials', 'Made in Denmark, Designed to Develop Organization and Fine Motor Skills', 'Made from 100% BPA, BPS, PVS & Phthalate Free Food-grade Silicone', 'Selection and Availability Are Subject to Change']",Item  100417962,
"Desitin Maximum Strength Baby Diaper Rash Cream, 14.4 Ounces",Desitin,21.99,"['3 Tubes, 4.8 Ounces Each', 'Helps Treat and Prevent Diaper Rash', 'Protects Chafed Skin Due to Diaper Dash and Helps Seal Out Wetness', 'Zinc Oxide 40%', 'FSA Eligible Item']",Item  1209134,
LeapFrog Baby Monitor,VTech,149.99,"['Up to 1000 Feet of Range', 'Local and Remote Two-Way Talk-Back', '110 Degree Wide-Angle Viewing', '5000 mAh Long-Last Parent Unit Battery', 'Temperature and Humidity Sensor']",Item  1720370,Model  LF925-2HD
Homedics 3-in-1 Calming Baby Cushion,HoMedics,139.99,"['Soothing Womblike Experience', 'Safety-Minded Design', 'Advanced Breathable System', 'Sounds & Vibration', 'Portable & Travel-Friendly']",Item  1835245,Model  MYB-L100-GY-1PK
"Owlet Dream Duo 2 Smart Baby Monitor Bundle: FDA-Cleared Dream Sock plus Cam 2 HD WiFi Video, Travel Case & White Sleeper",Owlet,--,"['Smart Sleep Monitoring at Your Fingertips', 'Complete Visibility Into Baby’s Sleep', 'Sleep Assist Prompts and Video Clips', 'Predictive Sleep Technology', 'Integrated App Insights']",Item  1778655,Model  SBLHNEMUCM
"Playtex Diaper Genie Max Fresh Refill bags with a Clean Laundry Scent and Anti-Microbial, 1,080 count, PLUS 2 carbon filters",Playtex Baby,19.99,"['(4) 270 Count Refills', '(2) Carbon Filters', 'Anti-Microbial', 'Holds up to 1,080 Total Diapers']",Item  1319053,
Huggies Pull-Ups Plus Training Pants For Girls,Huggies,41.99,"['Absorbent, leak protection, underwear-like fit', 'Easy potty training with soft, easy-open sides', 'Refastenable sides for quick checks & changes', 'Exclusive Disney Princess Designs Only at Costco']",Item  1126124,
Huggies Plus Diapers Size Newborn,Huggies,39.99,"['2-in-1 Skin Care Protection: Extra Absorbent & Gentle', 'Up to 100% Leak-free Protection', 'Pocketed Waistband Helps Block the Blowout', 'Locks Away 99% of Wetness', 'Fragrance Free, Lotion Free, Paraben Free, and Free of Elemental Chlorine & Natural Rubber Latex']",Item  1778395,
Huggies Pull-Ups Plus Training Pants For Boys,Huggies,41.99,"['Absorbent, leak protection, underwear-like fit', 'Easy potty training with soft, easy-open sides', 'Refastenable sides for quick checks & changes', 'Exclusive Spiderman designs only at Costco']",Item  2226124,
Kirkland Signature Diapers Sizes 3-6,Kirkland Signature,35.99,"['Soft, Breathable Outer Cover', 'Super Absorbent', 'Made with Plant Based Materials* (*At least 23%+ by weight)', 'Wetness Indicator', 'Next Size Up Indicator']",Item  1481672,
Huggies Plus Diapers Sizes 1 - 2,Huggies,44.99,"['2-in-1 Skin Care Protection: Extra Absorbent & Gentle', 'Up to 100% Leak-free Protection', 'Pocketed Waistband Helps Block the Blowout', 'Locks Away 99% of Wetness', 'Fragrance Free, Lotion Free, Paraben Free, and Free of Elemental Chlorine & Natural Rubber Latex']",Item  955483,
"RICO Baby Wipes, 720-count",RICO,22.99,"['(9) 80ct Wipe Packs, 720 Total', 'Fragrance Free', 'Ultra Moisturizing', 'Soft Pack With Easy Flip-Top Lid']",Item  1692255,
Kirkland Signature Diapers Sizes 1-2,Kirkland Signature,25.99,"['Soft, Breathable Outer Cover', 'Super Absorbent', 'Free of natural rubber latex and elemental chlorine', 'Free of fragrance and lotion', 'Made with Plant Based Materials* (*At least 23%+ by weight)']",Item  4111111,
"Kirkland Signature Scented Baby Wipes, 900-count",Kirkland Signature,21.99,"['(9) 100 ct Flip-Top Soft Packs', 'Hypoallergenic', 'Fresh Spring Scent', 'Ultra-soft Plant Based Fibers']",Item  1578014,
Huggies Plus Diapers Sizes 3 - 7,Huggies,52.49,"['2-in-1 Active Baby Protection: Secure Fit & Extra Absorbent', 'Up to 100% Leak-free Protection', 'Locks Away 99% of Wetness', 'Pocketed Waistband Helps Block Blowouts', 'Fragrance Free, Lotion Free, Paraben Free, and Free of Elemental Chlorine & Natural Rubber Latex']",Item  2955498,
"Kirkland Signature Baby Wipes Fragrance Free, 900-count",Kirkland Signature,21.99,"['(9) 100 ct Flip-Top Lid Soft Packs', 'Hypoallergenic', 'Fragrance & Alcohol Free', 'Tencel® - The New Age Fiber', 'Accepted by the National Eczema Association', 'Do Not Flush']",Item  1493488,
"Desitin Maximum Strength Baby Diaper Rash Cream, 14.4 Ounces",Desitin,--,"['3 Tubes, 4.8 Ounces Each', 'Helps Treat and Prevent Diaper Rash', 'Protects Chafed Skin Due to Diaper Dash and Helps Seal Out Wetness', 'Zinc Oxide 40%', 'FSA Eligible Item']",Item  1209134,
"Similac 360 Total Care Sensitive with 5 HMO's, Non-GMO Infant Formula Powder, 40 oz",Similac,--,"['Exclusive Blend of 5 HMO Prebiotics', 'Milk Based Powder with Iron', 'DHA, Lutein & Vitamin E', 'No Artificial Growth Hormones', 'No Palm Olein Oil']",Item  1624032,
"Enfagrow Premium Non-GMO Toddler Next Step Formula Stage 3, 36.6 oz",Enfagrow,29.99,"['Non-GMO Formulation', 'For Toddlers 1-3 Years Old', 'Contains DHA and Iron For Brain Growth']",Item  1101956,
"Orgain USDA Organic Kids Nutritional Protein Shake, Chocolate, 8 fl oz, 24-pack",Orgain,43.99,"['8g of Grass-Fed Protein', '22 Vitamins & Minerals', '3g of Fiber', 'Non-GMO, Gluten Free, And Soy Free', 'No Artificial Colors or Flavors']",Item  9022010,
"Nestle Nido Kinder 1+ Toddler Powdered Milk, 4.85 lbs",Nestle,26.49,"['Nido Kinder', 'Not Suitable for Children Under 1 Year of Age', 'Store in Cool, Dry, Place', '4.85 lb Container']",Item  620595,
"Enfamil NeuroPro Care Gentlease Formula, 20 oz, 2-pack",Enfamil,--,"['Non-GMO, Milk-Based Powder', 'HuM06 Immune Blend', 'Beta Carotene & DHA', ""2'-FL HMO"", 'Easy-To-Digest Proteins']",Item  1680301,
"Similac 360 Total Care with 5 HMO's, Non-GMO Infant Formula Powder, 40 oz",Similac,--,"['Exclusive Blend of 5 HMO Prebiotics', 'Milk Based Powder with Iron', 'DHA, Lutein & Vitamin E', 'No Artificial Growth Hormones', 'No Palm Olein Oil']",Item  1624039,
"Amara Organic Yogurt Smoothie Carrot Raspberry Melts, 4 (1 oz) bag per box",Amara,18.99,"['Minimum purchase of 2 boxes', '4 (1 oz) bags per box', 'Plant-Based, Dairy free', 'Organic Certified and Non-GMO, No added sugar', 'Shelf stable, resealable bags']",Item  1612195,
V6CO Double Electric Breast Pump Kit,V6CO,119.99,"['Easy to Set Up, Easy to Use & Easy to Clean', 'Rechargeable, Lightweight & Compact enough to take on the go!', 'Intuitive & simple LED Touch Screen', '100% BPA Free', 'FSA Eligible Item']",Item  1739009,
Elvie Stride Plus Breast Pump with Carry Case,Elvie,--,"['Hands-Free and Ultra-Quiet', 'Hospital-Grade Performance', 'Lightweight In-Bra', 'App-Control', '3-in-1 Carry Bag', 'FSA Eligible Item']",Item  1797327,
​Elvie Wearable Hands-free Electric Breast Pump Kit with Elvie Catch and 3-in-1 Carry Bag,Elvie,549.99,"['Includes Elvie Double Pump, 21mm, 24mm, 28mm breast shields, Elvie Catch & carry bag', 'Elvie Pump is a smaller, quieter and smarter wearable breast pump', 'Controlled through your phone for a wire-free, hands-free & hassle-free experience', 'Elvie Catch collects up to 1oz milk on each side & replaces the need for single-use pads', 'Carry bag includes wet bag & cool bag with ice pack to keep breast milk cool', 'FSA Eligible Item']",Item  1705869,
"Kirkland Signature ProCare with Dual HMO's, Non-GMO Infant Formula 42 oz, 2-pack",Kirkland Signature,--,"[""2'-FL and LNnt HMO's For Immune Support & Digestive Health"", 'DHA To Support Brain Development', 'Lutein To Support Eye Development', 'No Artificial Growth Hormones', 'Certified Kosher by the Orthodox Union--ⓊD and Certified Halal.']",Item  1562788,
"Enfamil NeuroPro Care Infant Formula 20.7 oz, 2-pack",Enfamil,--,"['Milk-Based Powder', 'HuMO6 Immune Blend', 'Beta Carotene & DHA', ""2'-FL HMO"", 'Non-GMO']",Item  1680260,
"PediaSure with OptiGRO Plus Kids Shake 8 fl oz., 24-count",Pediasure,47.99,"['Costco Exclusive Formula: OptiGRO Plus', 'Grow & Gain with Immune Support', 'DHA, Lutein, Vitamin E & Prebiotics', '27 Vitamins & Minerals', 'No Artificial Growth Hormones & Non-GMO']",Item  1268174,
"Imagio Baby Victoria 3-piece Crib Set, Chest, Lace Finish",Imagio Baby,"2,699.99","['Crib Converts to Toddler Bed, Daybed, Full Size Bed', 'Solid Wood Frame Construction', 'Conversion Rails Included', 'Changer Kit Included', 'Fully Assembled Chest & 7 Drawer Dresser']",Item  1554106,
Carlie Nursery Collection,Caramia Furniture,"1,999.99","['Extension/Conversion Kit Included', 'English Dovetail Drawers', 'Brushed Nickel Hardware', 'Full Extension Roller Glides']",Item  1226606,
"Imagio Baby Lisbon 2-piece Nursery Set, Sandwash",Imagio Baby,"1,499.99","['Crib Converts to Toddler Bed, Daybed, Full Size Bed', 'Solid Wood Frame Construction', 'Conversion Rails Included', 'Changer Tray Included', 'Fully Assembled 7-Drawer Dresser']",Item  1489901,
"Imagio Baby Ashley 3-piece Crib Set, Brushed White",Imagio Baby,"2,799.99","['Crib Converts to Toddler Bed, Daybed, Full size Bed', 'Solid Wood Frame Construction', 'Conversion Rails Included', 'Fully Assembled 6-Drawer Dresser and 5-Drawer Chest with Changer Tray Included']",Item  1402574,
"Imagio Baby Victoria 3-piece Crib Set, Chifferobe, Lace finish",Imagio Baby,"2,999.99","['Crib Converts To Toddler Bed, Daybed, Full Size Bed', 'Solid Wood Frame Construction', 'Conversion Rails Included', 'Changer Kit Included', 'Fully Assembled Chifferobe & 7 Drawer Dresser']",Item  1554108,
"Imagio Baby Lisbon 3-piece Nursery Set, Sandwash",Imagio Baby,"2,099.99","['Crib Converts to Toddler Bed, Daybed, Full Size bed', 'Solid Wood Frame Construction', 'Conversion Rails Included', 'Changer Tray Included', 'Fully Assembled 7-Drawer Dresser and 5-Drawer Chest']",Item  1489905,
"Caramia Kids Carlie 3-piece Nursery Furniture Set, Gray",Caramia Furniture,"1,349.99","['Extension/Conversion Kit Included', 'Dovetail Joints', 'Brushed Nickel Hardware', 'Full Extension Roller Glides']",Item  1226602,
Simmon's Kids Hudson Mini Nursery Set,Simmons Kids,249.99,"['2.75” Thick Mattress Included', 'Adjustable 2-position Mattress Support']",Item  1466494,
"Imagio Baby Ashley 2-piece Crib Set,  Brushed White",Imagio Baby,"1,999.99","['Crib Converts to Toddler Bed, Daybed, Full-size Bed', 'Solid Wood Frame Construction', 'Conversion Rails Included', 'Changer Tray Included with\nFully Assembled 6-Drawer Dresser', 'Greenguard Certified']",Item  1402570,
"Imagio Baby Lisbon 3-piece Nursery Set, Sandwash",Imagio Baby,"2,199.99","['Crib Converts to Toddler Bed, Daybed, Full Size Bed', 'Solid Wood Frame Construction', 'Conversion Rails Included', 'Changer Tray Included', 'Fully Assembled 7-Drawer Dresser and Chifferobe Chest']",Item  1489903,
Princess Nursery Collection,Caramia Furniture,949.99,"['3 Adjustable Mattress Height Positions', 'Crib Converts into Day Bed and Full Bed', 'Acrylic Crystal Knobs', 'Anti-tipping Kit Included on Case Pieces']",Item  1505500,
Caramia Kids Blair 4-piece Nursery Set,Caramia Furniture,"1,699.99","['Crib Mattress Support has 3 Height Positions', 'Converts into a Day Bed', 'Converts into a full-size bed using the Included Conversion Rail Kit', 'Fully Assembled 7-drawer Dresser and Nightstand']",Item  1505510,
"Imagio Baby Victoria 2-piece Crib Set, Lace Finish",Imagio Baby,"1,999.99","['Crib Converts to Toddler Bed, Daybed, Full Size Bed', 'Solid Wood Frame Construction', 'Conversion Rails Included', 'Changer Kit Included', 'Fully Assembled 7 Drawer Dresser']",Item  1554104,
"Imagio Baby Ashley 3-piece Crib Set, w/ Dresser and Chifferobe, Brushed White",Imagio Baby,"2,999.99","['Crib Converts to Toddler Bed, Daybed, Full-size Bed', 'Solid Wood Frame Construction', 'Conversion Rails Included', 'Fully Assembled 6-Drawer Dresser and Chifferobe Chest', 'Changer Tray Included']",Item  1402572,
Pekkle Baby 4-piece Layette Set,Pekkle,9.97,"['Bodysuits with Snap Closures', 'Bottoms with Elastic Waistband', 'Long Sleeve Bodysuits with Button Closure at Back', 'Sizes: 3M - 24M']",Item  1750606,
DKNY Baby 2-piece Cabana Set,DKNY,14.99,"['Notch Collared Shirt', 'Elastic Waist', 'Sizes: 3M-24M']",Item  1772976,
Carters Baby 2-pack Cotton Romper Set,Carter's,13.99,"['Snap Up Romper', 'Cotton', 'Sizes: 3M-24M']",Item  1761273,
Carter's Baby 3-piece Diaper Cover Set,Carter's,12.99,['Sizes: 3M-24M'],Item  1761562,
Koala Baby 4-piece Dress & Diaper Cover Set,Koala Baby,14.99,"['Tiered Dress Style', '100% Cotton', 'Sizes: 3M-24M']",Item  1764138,
Koala Baby 3-piece Sleep & Play Set,Koala Baby,16.99,"['Three Sleep and Play Coveralls', 'Zipper Closure Down Front', 'Zipper Cover at Chin', 'Sizes: 3M-24M']",Item  1764416,
